"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU274","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU275","Fungi","Ascomycota","Dothideomycetes","Eremomycetaceae","Arthrographis","Arthrographis kalrae",NA
"OTU276","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium jensenii"
"OTU277","Fungi","Basidiomycota","Tremellomycetes","Filobasidiales","Filobasidiaceae","Naganishia","Naganishia diffluens"
"OTU278","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU279","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea","Waitea circinata"
"OTU280","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU281","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU282","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU283","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Hyalorbilia",NA
"OTU284","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU285","Fungi",NA,NA,NA,NA,NA,NA
"OTU286","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA
"OTU287","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU288","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella wolfii"
"OTU289","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU290","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU291","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces","Gaertneriomyces semiglobifer"
"OTU292","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU293","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU294","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus","Glomus cubense"
"OTU295","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Polyschema","Polyschema sclerotigenum",NA
"OTU296","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU297","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU298","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU299","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Acaulosporaceae","Acaulospora","Acaulospora mellea"
"OTU300","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"OTU301","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU302","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU303","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU304","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU305","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae","Cucumis","Cucumis sativus"
"OTU306","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus",NA
"OTU307","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU308","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","Coprinopsis urticicola"
"OTU309","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU310","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe",NA
"OTU311","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU312","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Hyphozyma","Hyphozyma variabilis"
"OTU313","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU314","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"OTU315","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae",NA,NA
"OTU316","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU317","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"OTU318","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU319","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys conoides"
"OTU320","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Leptodiscella",NA,NA
"OTU321","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Hormonema","Hormonema viticola"
"OTU322","Protista",NA,NA,NA,NA,NA,NA
"OTU323","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cordana","Cordana bisbyi",NA
"OTU324","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU325","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea",NA
"OTU326","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU327","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Sagenomella","Sagenomella oligospora"
"OTU328","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium atrogriseum"
"OTU329","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU330","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU331","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU332","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU333","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Zopfiaceae","Caryospora","Caryospora aquatica"
"OTU334","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU335","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU336","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae",NA,NA
"OTU337","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Chaetopreussia","Chaetopreussia chadefaudii"
"OTU338","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU339","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU340","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum"
"OTU341","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia",NA
"OTU342","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU343","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU344","Fungi","Ascomycota","Orbiliomycetes",NA,NA,NA,NA
"OTU345","Fungi",NA,NA,NA,NA,NA,NA
"OTU346","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae",NA,NA
"OTU347","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU348","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Kernia","Kernia pachypleura"
"OTU349","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces",NA
"OTU350","Fungi","Ascomycota","Sordariomycetes","Xylariales",NA,NA,NA
"OTU351","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU352","Fungi",NA,NA,NA,NA,NA,NA
"OTU353","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Arachnomycetaceae","Arachnomyces","Arachnomyces gracilis"
"OTU354","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU355","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus paisii"
"OTU356","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU357","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU358","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU359","Viridiplantae","Anthophyta","Eudicotyledonae","Malvales","Malvaceae","Abelmoschus","Abelmoschus esculentus"
"OTU360","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala equina"
"OTU361","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces atroroseus"
"OTU362","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU363","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Leptosphaeriaceae","Plenodomus","Plenodomus influorescens"
"OTU364","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys rosea"
"OTU365","Viridiplantae","Anthophyta","Eudicotyledonae","Solanales","Solanaceae","Solanum","Solanum melongena"
"OTU366","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU367","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU368","Viridiplantae","Chlorophyta","Desmococcus","Desmococcus olivaceus",NA,NA,NA
"OTU369","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU370","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU371","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella",NA
"OTU372","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU373","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Panaeolus","Panaeolus papilionaceus"
"OTU374","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU375","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Otidea","Otidea alutacea"
"OTU376","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU377","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU378","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU379","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Campylocarpon","Campylocarpon fasciculare"
"OTU380","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium restrictum"
"OTU381","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Wardomycopsis","Wardomycopsis litoralis"
"OTU382","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU383","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU384","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Rhizopodaceae","Rhizopus","Rhizopus microsporus"
"OTU385","Fungi",NA,NA,NA,NA,NA,NA
"OTU386","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU387","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU388","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU389","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU390","Fungi","Ascomycota","Sordariomycetes","Sordariales","Cephalothecaceae","Phialemonium","Phialemonium inflatum"
"OTU391","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Lasiosphaeris","Lasiosphaeris hispida"
"OTU392","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Thielavia","Thielavia subthermophila"
"OTU393","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU394","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU395","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU396","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU397","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU398","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU399","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae",NA,NA
"OTU400","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU401","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","Cheilymenia vitellina"
"OTU402","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Exserohilum","Exserohilum rostratum"
"OTU403","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Melanocarpus","Melanocarpus tardus"
"OTU404","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU405","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU406","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU407","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","Plectosphaerella melonis"
"OTU408","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae",NA,NA
"OTU409","Fungi","Ascomycota","Pezizomycetes","Pezizales","Ascobolaceae","Ascobolus",NA
"OTU410","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus deflectus"
"OTU411","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU412","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala dermatitidis"
"OTU413","Fungi","Ascomycota","Sordariomycetes","Coniochaetales",NA,NA,NA
"OTU414","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU415","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU416","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU417","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU418","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula mucilaginosa"
"OTU419","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU420","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU421","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Lasiobolidium",NA
"OTU422","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU423","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU424","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU425","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula","Torula hollandica"
"OTU426","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU427","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU428","Fungi",NA,NA,NA,NA,NA,NA
"OTU430","Fungi","Blastocladiomycota","Blastocladiomycetes","Blastocladiales",NA,NA,NA
"OTU431","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU432","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU433","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae",NA,NA
"OTU434","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU435","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"OTU436","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU437","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Xeromphalina",NA
"OTU438","Fungi","Basidiomycota","Agaricomycetes","Boletales",NA,NA,NA
"OTU439","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus cucumeris"
"OTU440","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","Pseudopithomyces",NA
"OTU441","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU442","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Trematosphaeriaceae","Trematosphaeria","Trematosphaeria grisea"
"OTU443","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU444","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA
"OTU445","Fungi","Ascomycota","Leotiomycetes","Helotiales","Leotiaceae","Halenospora","Halenospora varia"
"OTU446","Fungi","Mortierellomycota",NA,NA,NA,NA,NA
"OTU447","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU448","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU449","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU450","Fungi","Ascomycota","Leotiomycetes","Helotiales",NA,NA,NA
"OTU451","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Thanatephorus","Thanatephorus cucumeris"
"OTU452","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae",NA,NA
"OTU453","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU454","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Teichosporaceae","Teichospora",NA
"OTU455","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae",NA,NA
"OTU456","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"OTU457","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Tetracladium",NA
"OTU458","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU459","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU460","Fungi","Ascomycota","Sordariomycetes","Sordariales","Helminthosphaeriaceae","Endophragmiella","Endophragmiella constricta"
"OTU461","Fungi","Glomeromycota","Glomeromycetes","Glomerales",NA,NA,NA
"OTU462","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae","Geastrum",NA
"OTU463","Fungi","Basidiomycota","Agaricomycetes","Sebacinales",NA,NA,NA
"OTU464","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Auxarthron",NA
"OTU465","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae","Momordica","Momordica charantia"
"OTU466","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU467","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU468","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella alpina"
"OTU469","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Chlamydocillium",NA,NA
"OTU470","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula",NA
"OTU471","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Podospora","Podospora pyriformis"
"OTU472","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Amaranthaceae","Chenopodium",NA
"OTU473","Fungi","Basidiomycota","Agaricomycetes","Geastrales","Geastraceae",NA,NA
"OTU474","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU475","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU476","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Ophidiomyces","Ophidiomyces ophiicola"
"OTU477","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU478","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU479","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Byssochlamys","Byssochlamys lagunculariae"
"OTU480","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU481","Fungi","Ascomycota","Sordariomycetes","Trichosphaeriales","Trichosphaeriaceae","Nigrospora","Nigrospora oryzae"
"OTU482","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora","Torulaspora delbrueckii"
"OTU484","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU485","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Gibellulopsis","Gibellulopsis nigrescens"
"OTU486","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU487","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU488","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales",NA,NA,NA
"OTU489","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales",NA,NA,NA
"OTU490","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella","Calcarisporiella thermophila"
"OTU491","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","Ustilago trichophora"
"OTU492","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU493","Fungi","Ascomycota","Pezizomycetes","Pezizales",NA,NA,NA
"OTU494","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU495","Fungi","Ascomycota","Orbiliomycetes","Orbiliales",NA,NA,NA
"OTU496","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU497","Viridiplantae","Anthophyta","Eudicotyledonae","Fabales","Fabaceae","Vigna","Vigna unguiculata"
"OTU498","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU499","Fungi",NA,NA,NA,NA,NA,NA
"OTU500","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU501","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU502","Fungi","Ascomycota","Sordariomycetes","Microascales","Halosphaeriaceae",NA,NA
"OTU503","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Spiromastix","Spiromastix asexualis",NA
"OTU504","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU505","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus chlamydosporus"
"OTU506","Fungi","Basidiomycota",NA,NA,NA,NA,NA
