"OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"OTU811","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria",NA
"OTU812","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU813","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Microascus","Microascus brevicaulis"
"OTU814","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Kregervanrija",NA
"OTU815","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU816","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula kratochvilovae"
"OTU817","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU818","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU819","Fungi","Calcarisporiellomycota","Calcarisporiellomycetes","Calcarisporiellales","Calcarisporiellaceae","Calcarisporiella",NA
"OTU820","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Dominikia","Dominikia iranica"
"OTU821","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU822","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales",NA,NA,NA
"OTU823","Fungi","Ascomycota","Dothideomycetes","Acrospermales","Leptodiscella",NA,NA
"OTU825","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU826","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU827","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"OTU828","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU829","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Psathyrella","Psathyrella superiorensis"
"OTU830","Fungi","Basidiomycota","Agaricomycetes","Auriculariales",NA,NA,NA
"OTU831","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU832","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariaceae","Poronia","Poronia australiensis"
"OTU833","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU834","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU835","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","Vishniacozyma taibaiensis"
"OTU836","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Moesziomyces","Moesziomyces aphidis"
"OTU837","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU838","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU839","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU840","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU841","Fungi","Ascomycota","Dothideomycetes",NA,NA,NA,NA
"OTU842","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium georgiense"
"OTU843","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU844","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Sporobolomyces","Sporobolomyces roseus"
"OTU845","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU846","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Waitea",NA
"OTU847","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"OTU848","Fungi","Glomeromycota","Archaeosporomycetes","Archaeosporales","Archaeosporaceae","Archaeospora",NA
"OTU849","Fungi","Basidiomycota","Agaricomycetes","Thelephorales",NA,NA,NA
"OTU850","Rhodoplantae","Rhodophyta","Florideophyceae","Nemastomatales",NA,NA,NA
"OTU852","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU853","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU854","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales",NA,NA,NA
"OTU855","Fungi",NA,NA,NA,NA,NA,NA
"OTU856","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae",NA,NA
"OTU857","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus intraradices"
"OTU858","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU859","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","Spizellomyces dolichospermus"
"OTU860","Fungi","Ascomycota","Saccharomycetes",NA,NA,NA,NA
"OTU861","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU862","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU863","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Phaffomycetaceae","Barnettozyma","Barnettozyma californica"
"OTU865","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula diobovata"
"OTU866","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU867","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Uncobasidium",NA
"OTU868","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","Arthrobotrys oligospora"
"OTU869","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU870","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU871","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU873","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU874","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","Mortierella parvispora"
"OTU875","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU876","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU877","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU878","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium",NA
"OTU879","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU880","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae",NA,NA
"OTU881","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Botryotrichum","Botryotrichum peruvianum"
"OTU882","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Nadsonia","Nadsonia starkeyi-henricii",NA
"OTU883","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU884","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU885","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia",NA
"OTU886","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Beauveria",NA
"OTU887","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU888","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU889","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Zygosaccharomyces","Zygosaccharomyces rouxii"
"OTU890","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","Exophiala aquamarina"
"OTU891","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU892","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales","Kickxellaceae","Ramicandelaber",NA
"OTU893","Protista",NA,NA,NA,NA,NA,NA
"OTU894","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Thermoascaceae","Byssochlamys","Byssochlamys lagunculariae"
"OTU895","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU896","Fungi","Ascomycota","Sordariomycetes","Sordariales",NA,NA,NA
"OTU897","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma fimbriatum"
"OTU898","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU899","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU900","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Torulaceae","Torula",NA
"OTU901","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU902","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU903","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"OTU904","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU905","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Candida",NA,NA
"OTU906","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU907","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU908","Fungi","Chytridiomycota","Lobulomycetes","Lobulomycetales",NA,NA,NA
"OTU909","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU910","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU911","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces wortmannii"
"OTU912","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","Rhizophlyctis rosea"
"OTU913","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Chaetothyriaceae",NA,NA
"OTU914","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lophiostomataceae","Lophiostoma",NA
"OTU915","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae",NA,NA
"OTU916","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU917","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU918","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus collinsii"
"OTU919","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU920","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae",NA,NA
"OTU921","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae","Simplicillium",NA
"OTU922","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU923","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU924","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Meruliaceae","Hydnophlebia","Hydnophlebia omnivora"
"OTU925","Protista",NA,NA,NA,NA,NA,NA
"OTU926","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces",NA
"OTU927","Fungi","Ascomycota","Sordariomycetes","Myrmecridiales","Myrmecridiaceae","Myrmecridium","Myrmecridium thailandicum"
"OTU929","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Dichotomopilus",NA
"OTU930","Fungi","Ascomycota","Dothideomycetes","Tubeufiales","Tubeufiaceae","Titaea","Titaea maxilliformis"
"OTU931","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Choanephoraceae","Gilbertella","Gilbertella persicaria"
"OTU932","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU933","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU934","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU935","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU936","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae",NA,NA
"OTU937","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU938","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum gloeosporioides"
"OTU939","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU940","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","Stachybotrys chartarum"
"OTU941","Viridiplantae","Anthophyta","Monocotyledonae","Poales","Poaceae","Eragrostis","Eragrostis pastoensis"
"OTU942","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU943","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU944","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae","Sporothrix",NA
"OTU945","Fungi","Basidiomycota","Pucciniomycetes","Platygloeales","Eocronartiaceae","Eocronartium",NA
"OTU946","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU947","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU948","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU949","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae",NA,NA
"OTU950","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Magnaporthaceae",NA,NA
"OTU951","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA
"OTU952","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU953","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU954","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU955","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU956","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Pseudallescheria",NA
"OTU957","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales",NA,NA,NA
"OTU958","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU959","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU960","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU961","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus","Claroideoglomus etunicatum"
"OTU962","Fungi","Ascomycota","Dothideomycetes","Dothideales","Aureobasidiaceae","Aureobasidium",NA
"OTU963","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU964","Viridiplantae","Anthophyta","Eudicotyledonae","Cucurbitales","Cucurbitaceae",NA,NA
"OTU965","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium",NA
"OTU966","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","Schizothecium fimbriatum"
"OTU967","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU968","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU969","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU970","Fungi","Basidiomycota","Agaricomycetes","Trechisporales",NA,NA,NA
"OTU971","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma atrogelatinosum"
"OTU972","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU973","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae",NA,NA
"OTU974","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU975","Stramenopila","Oomycota","Oomycetes","Peronosporales",NA,NA,NA
"OTU976","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU977","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU978","Fungi",NA,NA,NA,NA,NA,NA
"OTU979","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae",NA,NA
"OTU980","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Clavulinaceae",NA,NA
"OTU981","Fungi","Kickxellomycota","Kickxellomycetes","Kickxellales",NA,NA,NA
"OTU982","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma",NA
"OTU983","",NA,NA,NA,NA,NA,NA
"OTU984","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU985","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pezizaceae","Iodophanus",NA
"OTU986","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Neofusicoccum","Neofusicoccum parvum"
"OTU987","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales",NA,NA,NA
"OTU988","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Conocybe","Conocybe semiglobata"
"OTU989","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Tremellaceae","Cryptococcus",NA
"OTU990","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Dipodascaceae",NA,NA
"OTU991","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU992","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU993","Viridiplantae","Chlorophyta",NA,NA,NA,NA,NA
"OTU994","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU995","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU996","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU997","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU998","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Glomus",NA
"OTU999","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Pichia","Pichia norvegensis"
"OTU1000","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma",NA
"OTU1001","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Clitopilus",NA
"OTU1002","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1003","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1004","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus",NA
"OTU1005","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Anthracocystis","Anthracocystis flocculosa"
"OTU1006","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1007","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1008","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1009","Fungi","Ascomycota","Dothideomycetes","Pleosporales",NA,NA,NA
"OTU1010","Fungi","Ascomycota","Dothideomycetes","Venturiales","Sympoventuriaceae","Ochroconis","Ochroconis tshawytschae"
"OTU1011","Fungi","Basidiomycota","Agaricomycetes","Polyporales",NA,NA,NA
"OTU1012","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1013","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Claroideoglomeraceae","Claroideoglomus",NA
"OTU1014","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1015","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA
"OTU1016","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae","Martiniozyma",NA
"OTU1017","Fungi","Basidiomycota","Agaricomycetes","Cantharellales",NA,NA,NA
"OTU1018","Fungi","Ascomycota",NA,NA,NA,NA,NA
"OTU1019","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota",NA
"OTU1020","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1021","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium restrictum"
"OTU1022","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces","Lipomyces tetrasporus"
"OTU1023","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1024","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA
"OTU1025","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1026","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1027","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1028","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1029","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Acremonium",NA,NA
"OTU1030","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Chaetomium",NA
"OTU1031","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales",NA,NA,NA
"OTU1032","Fungi","Basidiomycota","Tremellomycetes","Tremellales",NA,NA,NA
"OTU1033","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU1034","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Cristinia","Cristinia rhenana"
"OTU1035","Fungi","Chytridiomycota",NA,NA,NA,NA,NA
"OTU1036","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Microscypha","Microscypha cajaniensis"
"OTU1037","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus custos"
"OTU1038","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1039","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Bolbitiaceae","Agrocybe",NA
"OTU1040","Fungi","Ascomycota","Eurotiomycetes","Onygenales",NA,NA,NA
"OTU1041","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1042","Fungi",NA,NA,NA,NA,NA,NA
"OTU1043","Fungi","Mortierellomycota",NA,NA,NA,NA,NA
"OTU1044","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","Thermomyces lanuginosus"
"OTU1045","Fungi","Ascomycota","Eurotiomycetes","Eurotiales",NA,NA,NA
"OTU1046","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1047","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1048","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales",NA,NA,NA
"OTU1049","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae",NA,NA
"OTU1050","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1051","Fungi","Glomeromycota","Glomeromycetes","Glomerales","Glomeraceae","Rhizophagus","Rhizophagus irregularis"
"OTU1052","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1053","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae",NA,NA
"OTU1054","Fungi","Glomeromycota","Paraglomeromycetes",NA,NA,NA,NA
"OTU1055","Fungi","Glomeromycota","Glomeromycetes","Diversisporales","Diversisporaceae","Diversispora",NA
"OTU1056","Fungi","Aphelidiomycota","Aphelidiomycetes",NA,NA,NA,NA
"OTU1057","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA
"OTU1059","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces flavus"
"OTU1060","Fungi",NA,NA,NA,NA,NA,NA
"OTU1061","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA
"OTU1062","Fungi","Ascomycota","Sordariomycetes","Sordariales","Madurella","Madurella mycetomatis",NA
"OTU1063","Fungi","Rozellomycota",NA,NA,NA,NA,NA
"OTU1064","Fungi","Ascomycota","Sordariomycetes","Xylariales","Microdochiaceae","Idriella",NA
